Incident_Nr,TimeReported,Activity,Disposition,Location
1.9E+11,11/11/19 2:19,Robbery,Multiple Arrest,804 Chestnut St
1.9E+11,11/11/19 5:57,Welfare Concern,Arrest,Hwy 80/ W Access
1.9E+11,11/11/19 7:30,Theft,Report,Posey/Esplanade
1.9E+11,11/11/19 9:49,Criminal Mischief,Refer To COPR,1610 N IH 35
1.9E+11,11/11/19 10:00,911 Abon/Misdial/Open,TDD Challenged,2300 S IH 35
1.9E+11,11/11/19 10:14,911 Abon/Misdial/Open,TDD Challenged,AXL05198 W SECTOR - AT&T MOBILITYOBILITY
1.9E+11,11/11/19 10:24,Traffic Incident General,Blue Form Issue,Uhland Rd/Seguin St
1.9E+11,11/11/19 14:22,Accident - Major/Injury,Report,University Dr/N Edward Gary St
1.9E+11,11/11/19 16:12,Accident - Major/Injury,Report,E McCarty Ln/Hunter Rd
1.9E+11,11/11/19 17:30,Loose Livestock,Ref oth Agncy,Rattler Rd/E Mccarty Ln
1.9E+11,11/11/19 19:08,Trespassing/Unwanted,Arrest,105 Bintu Dr
1.9E+11,11/11/19 20:30,Animal Call,Verbal Warning,900 Peques St
1.9E+11,11/11/19 20:47,Trespassing/Unwanted,Arrest,1250 N IH 35
1.9E+11,11/11/19 21:19,Attempt to Locate,Ref oth Agncy,208 NB
1.9E+11,11/11/19 22:12,Disturbance - Noise,Verbal Warning,1407 Harper Dr
1.9E+11,11/11/19 22:20,Animal Call,Ref oth Agncy,401 N Fredericksburg St
1.9E+11,11/11/19 22:24,Disturbance - Verbal,Arrest,1111 Avalon Ave
1.9E+11,11/11/19 23:21,911 Abon/Misdial/Open,TDD Challenged,WIRELESS CALL
1.9E+11,11/11/19 23:32,Assist EMS,Ref oth Agncy,1301 Wonder World Dr
1.9E+11,11/11/19 23:50,Vehicle Theft,Report,1975 Aquarena Springs Dr
1.9E+11,11/11/19 23:55,Caller In Imminent Danger,Report,1011 Wonder World Dr
1.9E+11,11/12/19 0:05,Disturbance - Noise,Verbal Warning,350 North St
1.9E+11,11/12/19 2:32,Suspicious Vehicle,Verbal Warning,205 S C M Allen Pkwy
1.9E+11,11/12/19 9:14,Fraud,Ref oth Agncy,2300 S IH 35
1.9E+11,11/12/19 10:49,Accident - Minor,Report,100blk Charles Austin Dr
1.9E+11,11/12/19 11:40,Accident - Hit and Run,Blue Form Issue,1000blk Aquarena Springs Dr
1.9E+11,11/12/19 12:53,Indecency/Lewd General,Report,120 Bert Brown Rd
1.9E+11,11/12/19 13:05,Disturbance - Verbal,Report,1301 Hwy 123
1.9E+11,11/12/19 13:08,Property - Lost/Found/Imp,Report,2300 S IH 35
1.9E+11,11/12/19 13:54,Accident - Minor,Blue Form Issue,Hwy 80/Hwy 21
1.9E+11,11/12/19 14:30,Accident - Minor,Blue Form Issue,2216 S IH 35
1.9E+11,11/12/19 14:35,Theft,Arrest,1015 Hwy 80
1.9E+11,11/12/19 15:36,Investigation,Report,12300 Harris Branch
1.9E+11,11/12/19 18:29,Accident - Unknown,Report,204 NB
1.9E+11,11/12/19 18:55,Disturbance - Phys/Fight,Citation Issued,1101 E River Ridge Pkwy
1.9E+11,11/12/19 19:08,Accident - Minor,Blue Form Issue,900blk Centerpoint Rd
1.9E+11,11/12/19 19:29,Accident - Major/Injury,Report,Hunter Rd/E McCarty Ln
1.9E+11,11/12/19 19:29,Disturbance - Phys/Fight,Arrest,400 Linda Dr
1.9E+11,11/12/19 19:31,Vehicle Fire,Fire Call,1303 Uhland Rd
1.9E+11,11/12/19 19:34,Accident - Minor,Ref oth Agncy,Hwy 80/Hwy 21
1.9E+11,11/13/19 0:26,Theft,Report,4210 S IH 35
1.9E+11,11/13/19 1:51,Pedestrian Stop,Verbal Warning,W San Antonio St/Guadalupe St
1.9E+11,11/13/19 2:28,Disturbance - Noise,Verbal Warning,208 Riverside Dr
1.9E+11,11/13/19 6:29,Accident - Unknown,Report,209 NB
1.9E+11,11/13/19 8:25,Accident - Minor,Blue Form Issue,Stagecoach Trl/Hunter Rd
1.9E+11,11/13/19 11:54,Trespassing/Unwanted,Warning,1437 N IH 35
1.9E+11,11/13/19 13:21,Accident - Major/Injury,Report,1850 Aquarena Springs Dr
1.9E+11,11/13/19 13:44,Police Incoming Call,Ref oth Agncy,1350 N LBJ Dr
1.9E+11,11/13/19 15:02,Police Incoming Call,Ref oth Agncy,207 NB
1.9E+11,11/13/19 15:47,Assist Fire Department,Refer To COPR,208 Knox St
1.9E+11,11/13/19 15:57,Assault,Report,801 River Rd
1.9E+11,11/13/19 16:10,Theft,Refer To COPR,850 Barnes Dr
1.9E+11,11/13/19 16:14,Burglary - Vehicle,Report,306 Wild Plum
1.9E+11,11/13/19 16:22,Disturbance - Phys/Fight,Arrest,1230 N LBJ Dr
1.9E+11,11/13/19 18:22,Accident - Minor,Blue Form Issue,900 Bugg Ln
1.9E+11,11/13/19 18:49,Accident - Hit and Run,Report,419 Linda Dr
1.9E+11,11/13/19 18:55,Public Lewdness,Ref oth Agncy,2300 S IH 35
1.9E+11,11/13/19 18:58,Accident - Fleet,Report,920 Hwy 80
1.9E+11,11/13/19 19:59,Disturbance - Phys/Fight,Arrest,706 Barbara Dr
1.9E+11,11/13/19 20:06,Wanted Person,Arrest,205 W Hopkins St
1.9E+11,11/13/19 21:11,Fire Incoming Call,Ref oth Agncy,803 Edward Gary St
1.9E+11,11/13/19 23:14,Disturbance - Noise,Verbal Warning,1354 Thorpe Ln
1.9E+11,11/13/19 23:42,Disturbance - Noise,Verbal Warning,1111 Avalon Ave
1.9E+11,11/14/19 2:36,Welfare Concern,Arrest,401 W Hopkins St
1.9E+11,11/14/19 2:45,Accident - Fatality,Report,EXIT 204B SB
1.9E+11,11/14/19 2:53,Accident - Unknown,Report,1008 N Bishop St
1.9E+11,11/14/19 5:04,911 Abon/Misdial/Open,TDD Challenged,611 Bracewood Cir
1.9E+11,11/14/19 5:21,Accident - Major/Injury,Blue Form Issue,Hwy 80/Clarewood Dr
1.9E+11,11/14/19 5:47,Sexual Assault,Arrest,116 Ladybird Ln
1.9E+11,11/14/19 7:08,Accident - Hit and Run,Blue Form Issue,205 S C M Allen Pkwy
1.9E+11,11/14/19 8:13,Accident - Major/Injury,Blue Form Issue,1901 N IH 35
1.9E+11,11/14/19 8:19,Accident - Minor,Report,EXIT 205 SB
1.9E+11,11/14/19 8:52,911 Abon/Misdial/Open,TDD Challenged,137701 N SECTOR - VERIZON WIRELESSN WIRE
1.9E+11,11/14/19 9:00,911 Abon/Misdial/Open,TDD Challenged,101 UHLAND - SW
1.9E+11,11/14/19 9:14,Accident - Minor,Report,1200blk Aquarena Springs Dr
1.9E+11,11/14/19 10:13,911 Abon/Misdial/Open,TDD Challenged,AXL00114 E SECTOR - AT&T MOBILITYOBILITY
1.9E+11,11/14/19 10:29,Traffic Incident General,Blue Form Issue,1801 N IH 35
1.9E+11,11/14/19 11:34,Accident - Minor,Blue Form Issue,2131 N IH 35
1.9E+11,11/14/19 12:24,Criminal Mischief,Refer To COPR,1001 E McCarty Ln
1.9E+11,11/14/19 13:41,911 Abon/Misdial/Open,TDD Challenged,AXL01167 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,11/14/19 13:51,Accident - Minor,Report,W Sessom Dr/N LBJ Dr
1.9E+11,11/14/19 14:06,Accident - Minor,Report,100blk W Sessom Dr
1.9E+11,11/14/19 14:06,Accident - Minor,Fire Call,Loquat/N Comanche St
1.9E+11,11/14/19 14:10,Theft,Multiple Arrest,3939 S IH 35
1.9E+11,11/14/19 14:20,911 Abon/Misdial/Open,TDD Challenged,4023 SE SECTOR - AT&T MOBILITYMOBILITY
1.9E+11,11/14/19 14:26,Accident - Minor,Report,100blk W Sessom Dr
1.9E+11,11/14/19 15:26,Narcotics/Information,Report,2601 Rattler Rd
1.9E+11,11/14/19 15:38,Theft,Refer To COPR,2913 Hunter Rd
1.9E+11,11/14/19 16:30,911 Abon/Misdial/Open,TDD Challenged,2300 S IH 35
1.9E+11,11/14/19 16:54,Theft,Arrest,1015 Hwy 80
1.9E+11,11/14/19 17:44,Accident - Major/Injury,Report,E McCarty Ln/Leah Ave
1.9E+11,11/14/19 18:18,Theft,Refer To COPR,101 Linda Dr
1.9E+11,11/14/19 18:20,Vehicle Theft,Report,200 Robbie Ln
1.9E+11,11/14/19 18:25,Police Incoming Call,Ref oth Agncy,3904 Cotton Gin Rd
1.9E+11,11/14/19 19:27,Threat,Report,600 Wonder World Dr
1.9E+11,11/14/19 19:32,Accident - Hit and Run,Ref oth Agncy,N LBJ Dr/University Dr
1.9E+11,11/14/19 20:11,Accident - Hit and Run,Report,1700blk Old Ranch Road 12
1.9E+11,11/14/19 20:13,Theft,Report,301 Foxtail Run
1.9E+11,11/14/19 21:00,Assist EMS,Report,300 S Stagecoach Trl
1.9E+11,11/14/19 22:07,Criminal Mischief,Refer To COPR,1047 Sycamore St
1.9E+11,11/14/19 22:37,Theft,Refer To COPR,913 Hwy 80
1.9E+11,11/14/19 23:39,Suspicious Vehicle,Citation Issued,Ridgewood/Joshua Dr
1.9E+11,11/15/19 2:09,Accident - Minor,Arrest,120 E San Antonio St
1.9E+11,11/15/19 3:15,Suspicious Circumstances,Report,109 West Ave
1.9E+11,11/15/19 7:29,Accident - Major/Injury,Report,Post Rd/Bert Brown Rd
1.9E+11,11/15/19 9:47,Theft,Arrest,1307 Uhland Rd
1.9E+11,11/15/19 9:59,Assist Outside Agency,Report,204 SB
1.9E+11,11/15/19 11:06,Vehicle Theft,Report,2300 S IH 35
1.9E+11,11/15/19 12:45,Vehicle Theft,Report,650 River Rd
1.9E+11,11/15/19 13:36,Accident - Minor,Report,E Sessom Dr/Peques St
1.9E+11,11/15/19 14:27,Vehicle Theft,Arrest,222 Ramsay St
1.9E+11,11/15/19 15:26,Missing Person,Ref oth Agncy,345 Champions Blvd
1.9E+11,11/15/19 15:32,Theft,Citation Issued,3939 S IH 35
1.9E+11,11/15/19 15:34,Accident - Minor,Blue Form Issue,W Access Rd/Chisos St
1.9E+11,11/15/19 15:58,Accident - Unknown,Report,Hwy 80/River Rd
1.9E+11,11/15/19 16:49,Theft,Report,1640 Aquarena Springs Dr
1.9E+11,11/15/19 17:46,Accident - Minor,Report,202 NB
1.9E+11,11/15/19 18:52,Accident - Major/Injury,Report,199 NB
1.9E+11,11/15/19 19:20,Trespassing/Unwanted,Arrest,401 N Fredericksburg St
1.9E+11,11/15/19 19:52,Attempt to Locate,Verbal Warning,208 SB
1.9E+11,11/15/19 20:00,Vehicle Theft,Report,1550 N IH 35
1.9E+11,11/15/19 20:51,Disturbance - Phys/Fight,Report,185 Backhorn Ln
1.9E+11,11/15/19 21:19,Disturbance - Phys/Fight,Report,2300 S IH 35
1.9E+11,11/15/19 21:27,Suicidal Person,Arrest,1506 S IH 35
1.9E+11,11/15/19 22:29,Accident - Minor,Ref oth Agncy,1000 Technology Way
1.9E+11,11/15/19 22:43,Trespassing/Unwanted,Arrest,401 N Fredericksburg St
1.9E+11,11/15/19 22:59,Disturbance - Noise,Warning,1420 N LBJ Dr
1.9E+11,11/15/19 23:06,Accident - Hit and Run,Report,202 N LBJ Dr
1.9E+11,11/16/19 0:41,Disturbance - Noise,Verbal Warning,650 River Rd
1.9E+11,11/16/19 0:53,Accident - Unknown,Arrest,EXIT 205 SB
1.9E+11,11/16/19 1:04,Pedestrian Stop,Verbal Warning,W San Antonio St/Guadalupe St
1.9E+11,11/16/19 1:13,Pedestrian Stop,Verbal Warning,W San Antonio St/Guadalupe St
1.9E+11,11/16/19 1:13,Disturbance - Noise,Verbal Warning,1410 N LBJ Dr
1.9E+11,11/16/19 1:23,Pedestrian Stop,Verbal Warning,W San Antonio St/Guadalupe St
1.9E+11,11/16/19 1:44,Accident - Unknown,Arrest,206 SB
1.9E+11,11/16/19 1:46,Disturbance - Noise,Verbal Warning,201 Telluride St
1.9E+11,11/16/19 2:06,Accident - Unknown,Report,EXIT 206 SB
1.9E+11,11/16/19 3:15,Disturbance - Phys/Fight,Citation Issued,100 W Hopkins St
1.9E+11,11/16/19 3:48,Burglary - Vehicle,Report,821 Foxtail Run
1.9E+11,11/16/19 4:26,Disturbance - Noise,Verbal Warning,1271 Sadler Dr
1.9E+11,11/16/19 4:51,Suspicious Person,Arrest,109 Craddock Ave
1.9E+11,11/16/19 5:30,Accident - Minor,Blue Form Issue,Centerpoint Rd/W Access Rd
1.9E+11,11/16/19 6:53,Burglary - Vehicle,Report,1640 Aquarena Springs Dr
1.9E+11,11/16/19 7:28,Accident - Minor,Blue Form Issue,201 NB
1.9E+11,11/16/19 7:54,911 Abon/Misdial/Open,TDD Challenged,115 UHLAND - NE
1.9E+11,11/16/19 7:58,Burglary - Vehicle,Refer To COPR,2131 N IH 35
1.9E+11,11/16/19 10:16,Theft,Refer To COPR,Horsemint Way/Sage Meadows Dr
1.9E+11,11/16/19 11:37,Disturbance - Verbal,Warning,1200 Thorpe Ln
1.9E+11,11/16/19 12:21,Accident - Minor,Blue Form Issue,934 N IH 35
1.9E+11,11/16/19 13:26,Disturbance - Phys/Fight,Arrest,226 Durango St
1.9E+11,11/16/19 13:27,Accident - Unknown,Report,1225 Hwy 123
1.9E+11,11/16/19 14:08,Accident - Minor,Blue Form Issue,W Hutchison St/Moore St
1.9E+11,11/16/19 14:33,Accident - Major/Injury,Ref oth Agncy,210 SB
1.9E+11,11/16/19 14:59,Suspicious Circumstances,Arrest,2201 S IH 35
1.9E+11,11/16/19 15:46,Accident - Minor,Blue Form Issue,York Creek/W Access
1.9E+11,11/16/19 16:38,Theft,Arrest,3939 S IH 35
1.9E+11,11/16/19 17:49,Burglary - Vehicle,Report,4440 S Old Stagecoach Rd
1.9E+11,11/16/19 18:04,Burglary - Vehicle,Report,100 N IH 35
1.9E+11,11/16/19 18:27,Investigation,Citation Issued,4440 S Old Stagecoach Rd
1.9E+11,11/16/19 19:05,Attempt to Locate,Ref oth Agncy,199 SB
1.9E+11,11/16/19 19:22,Assist Fire Department,Report,1250 Wonder World Dr
1.9E+11,11/16/19 19:55,Suicidal Person,Report,807 Alto St
1.9E+11,11/16/19 22:51,Mental Health Invest,Report,233 Pincea Pl
1.9E+11,11/16/19 23:10,Disturbance - Verbal,Arrest,1506 S IH 35
1.9E+11,11/16/19 23:30,Attempt to Locate,Arrest,1429 N IH 35
1.9E+11,11/16/19 23:54,Disturbance - Noise,Verbal Warning,1011 Wonder World Dr
1.9E+11,11/17/19 0:25,Disturbance - Noise,Verbal Warning,201 Telluride St
1.9E+11,11/17/19 0:26,911 Abon/Misdial/Open,TDD Challenged,AXL00103 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,11/17/19 0:50,Narcotics/Information,Citation Issued,201 Telluride St
1.9E+11,11/17/19 2:33,Disturbance - Noise,Verbal Warning,1980 Aquarena Springs Dr
1.9E+11,11/17/19 3:12,Criminal Mischief,Report,100 W Hopkins St
1.9E+11,11/17/19 3:34,Assault,Report,339 N Guadalupe St
1.9E+11,11/17/19 5:18,Accident - Unknown,Report,199 SB
1.9E+11,11/17/19 6:46,Burglary - Vehicle,Refer To COPR,1509 N IH 35
1.9E+11,11/17/19 7:35,Accident - Unknown,Report,199 SB
1.9E+11,11/17/19 9:00,Investigation,Multiple Arrest,1015 Hwy 80
1.9E+11,11/17/19 10:15,Accident - Minor,Blue Form Issue,W Access Rd/Posey Rd
1.9E+11,11/17/19 11:03,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,11/17/19 11:41,Fraud,Report,2300 S IH 35
1.9E+11,11/17/19 12:07,Burglary - Vehicle,Report,1640 Aquarena Springs Dr
1.9E+11,11/17/19 13:01,Burglary - Vehicle,Refer To COPR,2300 S IH 35
1.9E+11,11/17/19 13:02,Accident - Major/Injury,Report,E Access Rd/River Rd
1.9E+11,11/17/19 13:47,Criminal Mischief,Refer To COPR,142 Windmill Dr
1.9E+11,11/17/19 14:11,Accident - Minor,Blue Form Issue,N LBJ Dr/E Hutchison St
1.9E+11,11/17/19 14:16,911 Abon/Misdial/Open,TDD Challenged,1106 N IH 35
1.9E+11,11/17/19 15:21,Theft,Report,1023 Hwy 80
1.9E+11,11/17/19 16:02,Theft,Arrest,3939 S IH 35
1.9E+11,11/17/19 16:39,Accident - Unknown,Report,204 SB
1.9E+11,11/17/19 17:34,Accident - Unknown,Report,3939 S IH 35
1.9E+11,11/17/19 18:22,Accident - Unknown,Report,200 SB
1.9E+11,11/17/19 18:33,Accident - Minor,Report,1201 Hwy 80
1.9E+11,11/17/19 18:51,Burglary - Vehicle,Report,2500 Hunter Rd
1.9E+11,11/17/19 19:07,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,11/17/19 20:17,Accident - Unknown,Report,1560 S IH 35
1.9E+11,11/17/19 21:41,Theft,Report,600 Wonder World Dr
1.9E+11,11/17/19 21:43,Attempt to Locate,Verbal Warning,208 SB
1.9E+11,11/17/19 22:15,Burglary - Vehicle,Refer To COPR,1702 N IH 35
1.9E+11,11/17/19 23:51,Disturbance - Phys/Fight,Arrest,1415 Craddock Ave
1.9E+11,11/18/19 0:27,Welfare Concern,Arrest,1105 N IH 35
1.9E+11,11/18/19 1:00,Assist EMS,Arrest,2212 N IH 35
1.9E+11,11/18/19 1:24,911 Abon/Misdial/Open,TDD Challenged,Chestnut St/N LBJ Dr
1.9E+11,11/18/19 7:49,Accident - Major/Injury,Report,Bosque Dr/Mews View Ln
1.9E+11,11/18/19 10:02,Criminal Mischief,Report,1415 Craddock Ave
1.9E+11,11/18/19 10:03,Theft,Report,2041 S IH 35
1.9E+11,11/18/19 10:10,Accident - Minor,Blue Form Issue,200 NB
1.9E+11,11/18/19 10:11,Animal Call,Ref oth Agncy,518 Linda Dr
1.9E+11,11/18/19 10:29,Public Assist,Refer To COPR,2300 S IH 35
1.9E+11,11/18/19 11:33,Theft,Refer To COPR,2300 S IH 35
1.9E+11,11/18/19 12:32,Suicidal Person,Report,121 Lookout Ridge Lp
1.9E+11,11/18/19 12:40,Disturbance - Phys/Fight,Arrest,Pisano Dr/Harris Hill Rd
1.9E+11,11/18/19 12:42,Burglary - Vehicle,Report,650 River Rd
1.9E+11,11/18/19 12:47,Accident - Hit and Run,Blue Form Issue,202 NB
1.9E+11,11/18/19 13:00,Sex Offenses,Report,1021 Chestnut St
1.9E+11,11/18/19 13:01,Accident - Minor,Blue Form Issue,W Access Rd/Ellis St
1.9E+11,11/18/19 13:04,Missing Person,Report,1901 Dutton Dr
1.9E+11,11/18/19 13:12,Accident - Minor,Blue Form Issue,1500 S IH 35
1.9E+11,11/18/19 14:41,Investigation,Report,11800 Dessau Rd
1.9E+11,11/18/19 14:45,Reckless Damage,Ref oth Agncy,1101 E River Ridge Pkwy
1.9E+11,11/18/19 15:03,Missing Person,Report,2300 S IH 35
1.9E+11,11/18/19 15:28,Accident - Minor,Blue Form Issue,200 W Hopkins St
1.9E+11,11/18/19 16:01,Theft,Citation Issued,1015 Hwy 80
1.9E+11,11/18/19 16:47,Theft,Report,20 Timbercrest
1.9E+11,11/18/19 16:49,Investigation,Report,5725 E Parmer Ln
1.9E+11,11/18/19 17:23,Investigation,Verbal Warning,W San Antonio St/Comanche St
1.9E+11,11/18/19 17:25,Assault,Arrest,193 Bridlewood Dr
1.9E+11,11/18/19 17:45,Burglary - Habitation,Report,1441 Leah Ave
1.9E+11,11/18/19 17:52,Criminal Mischief,Refer To COPR,1617 Post Rd
1.9E+11,11/18/19 17:53,Solicitors,Verbal Warning,W Access Rd/Centerpoint Rd
1.9E+11,11/18/19 18:46,Police Incoming Call,Refer To COPR,1015 Hwy 80
1.9E+11,11/18/19 19:03,Suicidal Person,Report,1250 Sadler Dr
1.9E+11,11/18/19 20:50,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,11/18/19 21:45,Disturbance - Noise,Verbal Warning,244 Camaro Way
1.9E+11,11/18/19 21:50,Disturbance - Phys/Fight,Citation Issued,600 Wonder World Dr
1.9E+11,11/18/19 22:21,Disturbance - Phys/Fight,Arrest,417 N Comanche St
1.9E+11,11/19/19 0:31,911 Abon/Misdial/Open,Ref oth Agncy,1220 CRYSTAL RIVER PKWY - SECTOR NEY - S
1.9E+11,11/19/19 1:15,Disturbance - Noise,Verbal Warning,201 Telluride St
1.9E+11,11/19/19 6:41,Theft,Report,402 N Fredericksburg St
1.9E+11,11/19/19 7:09,Theft,Report,1703 N IH 35
1.9E+11,11/19/19 7:19,Accident - Minor,Report,701 E Hopkins St
1.9E+11,11/19/19 7:21,911 Abon/Misdial/Open,TDD Challenged,1305 RIVER - W
1.9E+11,11/19/19 8:18,Disturbance - Phys/Fight,Arrest,1301 Wonder World Dr
1.9E+11,11/19/19 8:54,Disturbance - Verbal,Arrest,361 North Fork Rd
1.9E+11,11/19/19 10:49,Theft,Refer To COPR,2300 S IH 35
1.9E+11,11/19/19 11:02,Accident - Minor,Blue Form Issue,Charles Austin Dr/Aquarena Springs Dr
1.9E+11,11/19/19 11:32,Theft,Citation Issued,1901 N IH 35
1.9E+11,11/19/19 11:57,Accident - Hit and Run,Blue Form Issue,419 Riverside Dr
1.9E+11,11/19/19 12:58,Accident - Major/Injury,No Patient Tran,Staples Rd/Hwy 123
1.9E+11,11/19/19 12:58,Accident - Major/Injury,Report,Staples Rd/Hwy 123
1.9E+11,11/19/19 13:38,Disturbance - Phys/Fight,Arrest,1650 River Rd
1.9E+11,11/19/19 14:03,Accident - Hit and Run,Blue Form Issue,129 W Holland St
1.9E+11,11/19/19 14:34,Accident - Minor,Blue Form Issue,100blk W San Antonio St
1.9E+11,11/19/19 14:54,Disturbance - Phys/Fight,Report,1425 Harper Dr
1.9E+11,11/19/19 15:23,Stalking,Refer To COPR,1405 Alamo St
1.9E+11,11/19/19 15:42,911 Abon/Misdial/Open,Ref oth Agncy,503 Uhland Rd
1.9E+11,11/19/19 15:49,Traffic Incident General,Blue Form Issue,600 Wonder World Dr
1.9E+11,11/19/19 16:38,Runaway,Report,1402 N IH 35
1.9E+11,11/19/19 17:27,Burglary - Habitation,Report,225 Ramsay St
1.9E+11,11/19/19 17:34,Suspicious Person,Report,1701 N IH 35
1.9E+11,11/19/19 17:56,Theft,Refer To COPR,3939 S IH 35
1.9E+11,11/19/19 18:59,Sexual Assault,Report,2300 S IH 35
1.9E+11,11/19/19 19:55,Accident - Minor,Blue Form Issue,209 NB
1.9E+11,11/19/19 21:49,Attempt to Locate,Ref oth Agncy,200 W Hopkins St
1.9E+11,11/20/19 3:04,Disturbance - Noise,Verbal Warning,1111 Avalon Ave
1.9E+11,11/20/19 6:59,Accident - Minor,Blue Form Issue,2201 S IH 35
1.9E+11,11/20/19 7:25,Accident - Minor,Report,209 N IH 35
1.9E+11,11/20/19 7:50,Vehicle Theft,Report,2301 N IH 35
1.9E+11,11/20/19 7:51,Drone Deployment,Report,1807 Airport Dr
1.9E+11,11/20/19 8:04,911 Abon/Misdial/Open,TDD Challenged,AXL00679 S SECTOR - AT&T MOBILITYOBILITY
1.9E+11,11/20/19 9:41,Burglary - Vehicle,Ref oth Agncy,1805 N IH 35
1.9E+11,11/20/19 10:24,911 Abon/Misdial/Open,TDD Challenged,228 SESSOM - SE
1.9E+11,11/20/19 12:44,Fraud,Report,2300 S IH 35
1.9E+11,11/20/19 12:57,Burglary - Building,Report,1108 N IH 35
1.9E+11,11/20/19 13:15,Burglary - Vehicle,Refer To COPR,1001 Leah Ave
1.9E+11,11/20/19 13:17,Accident - Minor,Report,301 E Hopkins St
1.9E+11,11/20/19 13:51,Criminal Mischief,Refer To COPR,2300 S IH 35
1.9E+11,11/20/19 14:24,Traffic Incident General,Blue Form Issue,201 SB
1.9E+11,11/20/19 14:30,Traffic Incident General,Blue Form Issue,202 Porter St
1.9E+11,11/20/19 14:31,Assault,Ref oth Agncy,1301 Wonder World Dr
1.9E+11,11/20/19 14:48,Police Incoming Call,Ref oth Agncy,2300 S IH 35
1.9E+11,11/20/19 14:54,Burglary - Vehicle,Report,114 E Hutchison St
1.9E+11,11/20/19 15:21,Fraud,Report,2300 S IH 35
1.9E+11,11/20/19 15:24,Accident - Major/Injury,Report,204 NB
1.9E+11,11/20/19 15:42,Mental Health Transport,Ref oth Agncy,6001 Kyle Pkwy
1.9E+11,11/20/19 16:10,Theft,Report,109 West Ave
1.9E+11,11/20/19 16:25,Accident - Minor,Blue Form Issue,105 Wonder World Dr
1.9E+11,11/20/19 17:19,Credit/Debit Abuse,Ref oth Agncy,3939 S IH 35
1.9E+11,11/20/19 17:33,911 Abon/Misdial/Open,TDD Challenged,1305 RIVER - NW
1.9E+11,11/20/19 17:54,Suspicious Vehicle,Arrest,2500 Hunter Rd
1.9E+11,11/20/19 20:27,Accident - Unknown,Report,202 NB
1.9E+11,11/20/19 20:31,Disturbance - Verbal,Arrest,411 Broadway St
1.9E+11,11/20/19 20:32,Disturbance - Phys/Fight,Arrest,118 N Bishop St
1.9E+11,11/20/19 21:31,Discharged Firearm,Arrest,1640 Aquarena Springs Dr
1.9E+11,11/20/19 23:44,Wanted Person,Arrest,1640 Aquarena Springs Dr
1.9E+11,11/21/19 5:30,Assault,Report,2212 N IH 35
1.9E+11,11/21/19 8:49,Threat,Detention Juv,301 Foxtail Run
1.9E+11,11/21/19 8:58,911 Abon/Misdial/Open,TDD Challenged,101 UHLAND - SW
1.9E+11,11/21/19 9:57,Accident - Minor,Blue Form Issue,2301 N IH 35
1.9E+11,11/21/19 10:44,Disturbance - Phys/Fight,Arrest,2913 Hunter Rd
1.9E+11,11/21/19 10:50,Police Incoming Call,Blue Form Issue,123 N Edward Gary St
1.9E+11,11/21/19 12:05,Accident - Minor,Report,University Dr/N LBJ Dr
1.9E+11,11/21/19 12:11,Theft,Report,2300 S IH 35
1.9E+11,11/21/19 13:08,Attempt to Locate,Ref oth Agncy,210 NB
1.9E+11,11/21/19 13:52,Burglary - Building,Arrest,1108 N IH 35
1.9E+11,11/21/19 15:31,Accident - Hit and Run,Blue Form Issue,325 W McCarty Ln
1.9E+11,11/21/19 16:46,Public Assist,Ref oth Agncy,2300 S IH 35
1.9E+11,11/21/19 17:39,Accident - Unknown,Report,Hwy 80/Clarewood Dr
1.9E+11,11/21/19 18:12,Accident - Minor,Blue Form Issue,704 E Hopkins St
1.9E+11,11/21/19 18:17,Accident - Minor,Citation Issued,704 E Hopkins St
1.9E+11,11/21/19 21:49,Welfare Concern,Arrest,100blk N Guadalupe St
1.9E+11,11/21/19 23:26,Disturbance - Noise,Verbal Warning,1415 Craddock Ave
1.9E+11,11/21/19 23:40,Suspicious Vehicle,Verbal Warning,1209 Crystal River Pkwy
1.9E+11,11/22/19 0:10,Disturbance - Noise,Verbal Warning,112 Smith Ln
1.9E+11,11/22/19 0:58,Disturbance - Noise,Verbal Warning,1407 Harper Dr
1.9E+11,11/22/19 1:11,Disturbance - Noise,Verbal Warning,435 N Comanche St
1.9E+11,11/22/19 1:20,Investigation,Citation Issued,100 W Hopkins St
1.9E+11,11/22/19 2:04,Burglary - Vehicle,Report,3936 S IH 35
1.9E+11,11/22/19 2:28,Assault,Arrest,1850 Aquarena Springs Dr
1.9E+11,11/22/19 2:44,Disturbance - Noise,Citation Issued,650 River Rd
1.9E+11,11/22/19 3:08,Disturbance - Noise,Verbal Warning,512 Craddock Ave
1.9E+11,11/22/19 7:27,Viol City Ordinance,Verbal Warning,1106 N IH 35
1.9E+11,11/22/19 7:27,Accident - Major/Injury,Report,2800blk S IH 35
1.9E+11,11/22/19 7:46,911 Abon/Misdial/Open,TDD Challenged,1220 CRYSTAL RIVER PKWY - SECTOR SWY - S
1.9E+11,11/22/19 8:05,Accident - Major/Injury,Report,Hwy 123/E Access Rd
