Incident_Nr,TimeReported,Activity,Disposition,Location
1.8E+11,11/15/18 20:00,Attempt to Locate,Ref oth Agncy,1380 Bobcat Dr
1.8E+11,11/15/18 20:41,Accident - Hit and Run,Blue Form Issue,130 Jackson Ln
1.8E+11,11/15/18 21:09,Attempt to Locate,Citation Issued,202 NB
1.8E+11,11/15/18 22:08,Assault,Detention Juv,2250 Clovis Barker Rd
1.8E+11,11/15/18 22:22,Disturbance - Noise,Verbal Warning,1850 Aquarena Springs Dr
1.8E+11,11/15/18 22:24,Attempt to Locate,Verbal Warning,W Access Rd/Kingwood St
1.8E+11,11/15/18 23:58,Accident - Minor,Blue Form Issue,703 Academy St
1.8E+11,11/16/18 0:28,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/16/18 3:08,Suspicious Vehicle,Arrest,1202 S IH 35
1.8E+11,11/16/18 7:25,Harassment,Report,2223 River Rd
1.8E+11,11/16/18 8:36,Unauth Use Vehicle,Report,315 Jackman St
1.8E+11,11/16/18 10:11,Suicidal Person,Ref oth Agncy,2300 S IH 35
1.8E+11,11/16/18 10:48,Disorderly Conduct,Citation Issued,2601 Rattler Rd
1.8E+11,11/16/18 12:54,Inj to Child/Eld/Disabled,Ref oth Agncy,1300 Girard Ave
1.8E+11,11/16/18 13:06,Accident - Minor,Report,N LBJ Dr/Sessom Dr
1.8E+11,11/16/18 13:17,Unauth Use Vehicle,Report,2300 S IH 35
1.8E+11,11/16/18 13:40,Accident - Major/Injury,Arrest,EXIT 201 NB
1.8E+11,11/16/18 14:28,Accident - Minor,Blue Form Issue,S C M Allen Pkwy/Cheatham St
1.8E+11,11/16/18 14:38,Harassment,Refer To COPR,2300 S IH 35
1.8E+11,11/16/18 15:10,Civil Matter,Ref oth Agncy,200 Windemere Rd
1.8E+11,11/16/18 15:59,Accident - Minor,Report,2401 S IH 35
1.8E+11,11/16/18 16:09,Accident - Major/Injury,Report,204 NB
1.8E+11,11/16/18 16:19,Accident - Minor,Blue Form Issue,201 NB
1.8E+11,11/16/18 16:26,Theft,Citation Issued,1015 Hwy 80
1.8E+11,11/16/18 16:27,Accident - Major/Injury,Report,1004 Hwy 123
1.8E+11,11/16/18 16:27,Accident - Minor,Blue Form Issue,811 S Guadalupe St
1.8E+11,11/16/18 16:52,Criminal Mischief,Refer To COPR,3939 S IH 35
1.8E+11,11/16/18 17:16,Burglary - Vehicle,Refer To COPR,3939 S IH 35
1.8E+11,11/16/18 17:25,Accident - Major/Injury,Blue Form Issue,1101 Hwy 123
1.8E+11,11/16/18 18:33,Accident - Minor,Blue Form Issue,1437 N IH 35
1.8E+11,11/16/18 19:04,Accident - Unknown,Report,204 NB
1.8E+11,11/16/18 19:04,Accident - Hit and Run,Blue Form Issue,1015 Hwy 80
1.8E+11,11/16/18 20:15,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/16/18 21:08,Disturbance - Noise,Verbal Warning,1655 Mill St
1.8E+11,11/16/18 22:02,Disturbance - Noise,Citation Issued,1655 Mill St
1.8E+11,11/16/18 22:46,Attempt to Locate,Ref oth Agncy,210 NB
1.8E+11,11/16/18 23:26,Disturbance - Phys/Fight,Arrest,209 N IH 35
1.8E+11,11/16/18 23:28,Attempt to Locate,Ref oth Agncy,205 SB
1.8E+11,11/16/18 23:42,Suicidal Person,Ref oth Agncy,2300 S IH 35
1.8E+11,11/17/18 0:04,Disturbance - Noise,Verbal Warning,512 Craddock Ave
1.8E+11,11/17/18 0:08,Disturbance - Noise,Verbal Warning,1250 Sadler Dr
1.8E+11,11/17/18 0:44,Disturbance - Noise,Verbal Warning,2913 Hunter Rd
1.8E+11,11/17/18 0:51,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/17/18 1:23,Public Intoxication,Arrest,W San Antonio St/Guadalupe St
1.8E+11,11/17/18 1:45,Accident - Minor,Blue Form Issue,401 E Hopkins St
1.8E+11,11/17/18 2:07,Public Assist,Report,2300 S IH 35
1.8E+11,11/17/18 4:29,Suspicious Person,Warning,1103 Hwy 80
1.8E+11,11/17/18 7:09,Suspicious Person,Arrest,1525 Aquarena Springs Dr
1.8E+11,11/17/18 7:58,Accident - Minor,Report,Industrial Fork/W Access Rd
1.8E+11,11/17/18 10:02,Accident - Minor,Report,Industrial Fork/W Access Rd
1.8E+11,11/17/18 10:23,Welfare Concern,Report,205 Juarez Ave
1.8E+11,11/17/18 10:40,Theft,Report,1002 Hwy 80
1.8E+11,11/17/18 10:50,Harassment,Ref oth Agncy,2300 S IH 35
1.8E+11,11/17/18 12:14,Accident - Minor,Blue Form Issue,1202 S IH 35
1.8E+11,11/17/18 12:17,Accident - Minor,Blue Form Issue,S Comanche St/San Antonio St
1.8E+11,11/17/18 13:46,Theft,Report,705 River Rd
1.8E+11,11/17/18 13:54,Accident - Minor,Blue Form Issue,Hwy 123/Old Bastrop Hwy
1.8E+11,11/17/18 14:37,Accident - Minor,Blue Form Issue,3936 S IH 35
1.8E+11,11/17/18 14:46,Accident - Unknown,Report,201 NB
1.8E+11,11/17/18 15:17,Accident - Minor,Report,204 NB
1.8E+11,11/17/18 15:18,Solicitors,Verbal Warning,1000blk Hwy 80
1.8E+11,11/17/18 15:46,Theft,Ref oth Agncy,Carlson Cir/River Ridge Pkwy
1.8E+11,11/17/18 16:24,Accident - Major/Injury,Report,199 NB
1.8E+11,11/17/18 16:35,Narcotics/Information,Arrest,315 Jackman St
1.8E+11,11/17/18 17:16,Wanted Person,Arrest,4331 S IH 35
1.8E+11,11/17/18 17:56,Disturbance - Noise,Verbal Warning,1412 Clyde St
1.8E+11,11/17/18 18:27,Disturbance - Phys/Fight,Ref oth Agncy,2101 Hwy 123
1.8E+11,11/17/18 18:55,Violation Of Order,Report,609 Bracewood Cir
1.8E+11,11/17/18 20:25,Suicidal Person,Report,600 Wonder World Dr
1.8E+11,11/17/18 20:27,Disturbance - Noise,Verbal Warning,1250 Sadler Dr
1.8E+11,11/17/18 21:57,Accident - Unknown,Report,904 Craddock Ave
1.8E+11,11/17/18 22:03,Accident - Minor,Blue Form Issue,138 S LBJ Dr
1.8E+11,11/17/18 22:05,Disturbance - Noise,Verbal Warning,1850 Aquarena Springs Dr
1.8E+11,11/17/18 22:55,Disturbance - Verbal,Arrest,1354 Thorpe Ln
1.8E+11,11/17/18 23:24,Disturbance - Noise,Verbal Warning,1271 Sadler Dr
1.8E+11,11/18/18 0:27,Pedestrian Stop,Citation Issued,1415 Craddock Ave
1.8E+11,11/18/18 0:33,Disturbance - Noise,Verbal Warning,1655 Mill St
1.8E+11,11/18/18 0:39,Disturbance - Noise,Report,417 N Comanche St
1.8E+11,11/18/18 0:43,Pedestrian Stop,Citation Issued,1415 Craddock Ave
1.8E+11,11/18/18 0:57,Disturbance - Noise,Verbal Warning,201 Telluride St
1.8E+11,11/18/18 1:03,Disturbance - Noise,Citation Issued,1415 Craddock Ave
1.8E+11,11/18/18 1:05,Disturbance - Noise,Citation Issued,1655 Mill St
1.8E+11,11/18/18 2:32,Disturbance - Noise,Verbal Warning,201 Telluride St
1.8E+11,11/18/18 2:35,Disturbance - Noise,Verbal Warning,1111 Avalon Ave
1.8E+11,11/18/18 2:45,Disturbance - Verbal,Report,126 S Guadalupe St
1.8E+11,11/18/18 2:51,Suspicious Vehicle,Report,1202 S IH 35
1.8E+11,11/18/18 2:57,Attempt to Locate,Verbal Warning,204b Sb35 IH
1.8E+11,11/18/18 8:06,Welfare Concern,Citation Issued,660 E Hopkins St
1.8E+11,11/18/18 10:46,Property - Lost/Found/Imp,Refer To COPR,2300 S IH 35
1.8E+11,11/18/18 11:16,Trespassing/Unwanted,Warning,211 Lee St
1.8E+11,11/18/18 14:01,Vehicle Theft,Report,2211 S IH 35
1.8E+11,11/18/18 14:21,Welfare Concern,Ref oth Agncy,120 Bert Brown Rd
1.8E+11,11/18/18 15:04,Burglary - Habitation,Report,1202 Gravel St
1.8E+11,11/18/18 17:08,Criminal Mischief,Refer To COPR,345 Champions Blvd
1.8E+11,11/18/18 17:25,Theft,Citation Issued,4015 S IH 35
1.8E+11,11/18/18 17:34,Theft,Arrest,1015 Hwy 80
1.8E+11,11/18/18 18:37,Suicidal Person,Report,503 Springtown Way
1.8E+11,11/18/18 18:55,Accident - Minor,Report,1500blk Old Ranch Road 12
1.8E+11,11/18/18 19:00,Assault,Report,2300 S IH 35
1.8E+11,11/18/18 19:41,Attempt to Locate,Ref oth Agncy,195 NB
1.8E+11,11/18/18 21:22,Accident - Minor,Report,315 W San Antonio St
1.8E+11,11/18/18 23:32,Assist Outside Agency,Report,1301 Wonder World Dr
1.8E+11,11/19/18 0:21,Disturbance - Noise,Verbal Warning,201 Telluride St
1.8E+11,11/19/18 1:44,Accident - Unknown,Report,300blk Craddock Ave
1.8E+11,11/19/18 2:57,Disturbance - Verbal,Verbal Warning,Mill St/Third St
1.8E+11,11/19/18 6:10,Suspicious Vehicle,Ref oth Agncy,EXIT 199 NB
1.8E+11,11/19/18 10:18,Burglary - Vehicle,Report,2014 Stonehaven
1.8E+11,11/19/18 10:56,Theft,Report,2300 S IH 35
1.8E+11,11/19/18 12:31,Accident - Major/Injury,Report,Wonder World Dr/Sadler Dr
1.8E+11,11/19/18 13:41,Fraud,Report,2300 S IH 35
1.8E+11,11/19/18 13:47,Theft,Report,121 W San Antonio St
1.8E+11,11/19/18 14:35,Mental Health Transport,Ref oth Agncy,1301 Wonder World Dr
1.8E+11,11/19/18 15:00,Accident - Minor,Blue Form Issue,700 N LBJ Dr
1.8E+11,11/19/18 16:59,Assault,Report,2250 Clovis Barker Rd
1.8E+11,11/19/18 17:03,Accident - Minor,Blue Form Issue,639 E Hopkins St
1.8E+11,11/19/18 17:13,Accident - Minor,Blue Form Issue,639 E Hopkins St
1.8E+11,11/19/18 17:16,Accident - Minor,Report,1121 W MLK Dr
1.8E+11,11/19/18 17:19,Accident - Hit and Run,Blue Form Issue,1201 Hwy 123
1.8E+11,11/19/18 17:51,Marijuana,Citation Issued,1307 Adrian St
1.8E+11,11/19/18 19:27,Welfare Concern,Arrest,1600blk Aquarena Springs Dr
1.8E+11,11/19/18 21:08,Attempt to Locate,Verbal Warning,210 SB
1.8E+11,11/19/18 22:09,Wanted Person,Arrest,72 Skyview
1.8E+11,11/19/18 22:21,Burglary - Vehicle,Report,1303 S IH 35
1.8E+11,11/19/18 23:07,Disturbance - Noise,Verbal Warning,63 Elm Hill Ct
1.8E+11,11/19/18 23:18,Burglary - Vehicle,Report,4015 S IH 35
1.8E+11,11/19/18 23:58,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/20/18 0:46,Assist EMS,Arrest,401 N Fredericksburg St
1.8E+11,11/20/18 1:13,Harassment,Report,2300 S IH 35
1.8E+11,11/20/18 1:21,Disturbance - Noise,Cond Citation,1111 Avalon Ave
1.8E+11,11/20/18 7:53,Accident - Minor,Report,River Rd/RR Trestle
1.8E+11,11/20/18 8:47,Wanted Person,Arrest,1011 Uhland Rd
1.8E+11,11/20/18 10:49,Theft,Report,3939 S IH 35
1.8E+11,11/20/18 12:17,Trespassing/Unwanted,Arrest,105 N IH 35
1.8E+11,11/20/18 13:20,Accident - Unknown,Report,EXIT 208 NB
1.8E+11,11/20/18 13:34,Suicidal Person,Ref oth Agncy,2300 S IH 35
1.8E+11,11/20/18 14:28,Accident - Hit and Run,Ref oth Agncy,198 SB
1.8E+11,11/20/18 14:39,Accident - Minor,Report,2700blk N IH 35
1.8E+11,11/20/18 15:48,Public Assist,Ref oth Agncy,2300 S IH 35
1.8E+11,11/20/18 16:32,Fraud,Report,2300 S IH 35
1.8E+11,11/20/18 18:28,Attempt to Locate,Ref oth Agncy,EXIT 208 NB
1.8E+11,11/20/18 18:41,Accident - Minor,Blue Form Issue,5198 SE SECTOR - AT&T MOBILITYMOBILITY
1.8E+11,11/20/18 20:09,Welfare Concern,Warning,3939 S IH 35
1.8E+11,11/20/18 20:53,Viol City Ordinance,Citation Issued,Moore St/Rogers St
1.8E+11,11/20/18 21:56,Suicidal Person,Report,1107 San Marcos Pkwy
1.8E+11,11/21/18 2:12,Pedestrian Stop,Verbal Warning,W San Antonio St/Guadalupe St
1.8E+11,11/21/18 2:12,Disturbance - Phys/Fight,Arrest,650 River Rd
1.8E+11,11/21/18 7:56,Trespassing/Unwanted,Citation Issued,2227 S IH 35
1.8E+11,11/21/18 8:15,Theft,Report,1635 Aquarena Springs Dr
1.8E+11,11/21/18 10:27,Assault,Detention Juv,1506 S IH 35
1.8E+11,11/21/18 11:19,Accident - Minor,Blue Form Issue,209 NB
1.8E+11,11/21/18 11:54,Theft,Report,3939 S IH 35
1.8E+11,11/21/18 12:10,Mental Health Invest,Report,512 Lockhart St
1.8E+11,11/21/18 12:47,Accident - Minor,Blue Form Issue,1805 N IH 35
1.8E+11,11/21/18 12:48,Accident - Minor,Blue Form Issue,1100blk Hwy 80
1.8E+11,11/21/18 12:56,Assault,Report,1610 N IH 35
1.8E+11,11/21/18 13:20,Attempt to Locate,Ref oth Agncy,199 NB
1.8E+11,11/21/18 13:57,Theft,Ref oth Agncy,2300 S IH 35
1.8E+11,11/21/18 14:06,Accident - Minor,Blue Form Issue,714 E Hopkins St
1.8E+11,11/21/18 14:11,Accident - Major/Injury,Report,205 SB
1.8E+11,11/21/18 14:48,Civil Matter,Ref oth Agncy,4200 S IH 35
1.8E+11,11/21/18 14:51,Accident - Minor,Report,Wonder World Dr/W Access Rd
1.8E+11,11/21/18 15:30,Accident - Minor,Blue Form Issue,204b Exit
1.8E+11,11/21/18 15:47,Attempt to Locate,Arrest,400blk Roosevelt St
1.8E+11,11/21/18 15:56,Theft,Report,1941 S IH 35
1.8E+11,11/21/18 16:31,Accident - Minor,Blue Form Issue,210 NB
1.8E+11,11/21/18 18:07,Attempt to Locate,Ref oth Agncy,210 NB
1.8E+11,11/21/18 19:36,Accident - Major/Injury,Report,1004 Hwy 123
1.8E+11,11/21/18 20:16,Accident - Minor,Report,EXIT 200 SB
1.8E+11,11/21/18 21:34,Disturbance - Phys/Fight,Report,503 Uhland Rd
1.8E+11,11/21/18 21:58,Disturbance - Phys/Fight,Arrest,1113 N IH 35
1.8E+11,11/21/18 22:47,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/21/18 23:12,Theft,Arrest,339 N Guadalupe St
1.8E+11,11/22/18 0:19,Attempt to Locate,Verbal Warning,205 NB
1.8E+11,11/22/18 2:34,Accident - Hit and Run,Arrest,Aquarena Springs Dr/Thorpe Ln
1.8E+11,11/22/18 11:39,Theft,Report,315 Herndon St
1.8E+11,11/22/18 12:06,Assist Outside Agency,Ref oth Agncy,4009 Avenue C
1.8E+11,11/22/18 15:26,Theft,Report,800 Barnes Dr
1.8E+11,11/22/18 18:02,Accident - Minor,Report,3936 S IH 35
1.8E+11,11/22/18 20:17,Disturbance - Noise,Verbal Warning,1113 N Bishop St
1.8E+11,11/22/18 20:20,Disturbance - Noise,Verbal Warning,1441 Leah Ave
1.8E+11,11/22/18 20:47,Accident - Minor,Blue Form Issue,300blk Centerpoint Rd
1.8E+11,11/23/18 0:33,Attempt to Locate,Ref oth Agncy,208 NB
1.8E+11,11/23/18 0:51,Property - Lost/Found/Imp,Report,4015 S IH 35
1.8E+11,11/23/18 1:02,Theft,Report,3939 S IH 35
1.8E+11,11/23/18 2:06,Accident - Minor,Blue Form Issue,3900blk W Access
1.8E+11,11/23/18 2:09,Theft,Detention Juv,3939 S IH 35
1.8E+11,11/23/18 7:10,Property - Lost/Found/Imp,Report,3939 S IH 35
1.8E+11,11/23/18 9:20,Theft,Citation Issued,3939 S IH 35
1.8E+11,11/23/18 10:15,Theft,Citation Issued,920 Hwy 80
1.8E+11,11/23/18 11:39,Viol City Ordinance,Verbal Warning,Centerpoint Rd/W Access Rd
1.8E+11,11/23/18 13:12,Vehicle Theft,Report,2300 S IH 35
1.8E+11,11/23/18 14:04,Citizen Assist/Srvc Call,Fire Call,1631 Aquarena Springs Dr
1.8E+11,11/23/18 14:13,Solicitors,Verbal Warning,Hwy 80/East Access
1.8E+11,11/23/18 14:47,Accident - Major/Injury,Report,3939 S IH 35
1.8E+11,11/23/18 15:11,Accident - Minor,Blue Form Issue,3939 S IH 35
1.8E+11,11/23/18 15:50,Accident - Hit and Run,Blue Form Issue,201 NB
1.8E+11,11/23/18 15:51,Runaway,Report,2300 S IH 35
1.8E+11,11/23/18 16:36,Disturbance - Phys/Fight,Detention Juv,656 Mill St
1.8E+11,11/23/18 16:42,Accident - Minor,Report,N Comanche St/W Hopkins St
1.8E+11,11/23/18 17:04,Theft,Citation Issued,4015 S IH 35
1.8E+11,11/23/18 17:09,Accident - Hit and Run,Blue Form Issue,3939 S IH 35
1.8E+11,11/23/18 17:19,Accident - Unknown,Report,E Access Rd/Hwy 123
1.8E+11,11/23/18 17:54,Accident - Major/Injury,Report,200 NB
1.8E+11,11/23/18 18:36,Accident - Hit and Run,Blue Form Issue,199 NB
1.8E+11,11/23/18 18:41,Theft,Arrest,4015 S IH 35
1.8E+11,11/23/18 19:02,Disturbance - Phys/Fight,Arrest,512 Craddock Ave
1.8E+11,11/23/18 19:03,Assault,Report,1433 N IH 35
1.8E+11,11/23/18 21:27,Suspicious Vehicle,Citation Issued,1200blk Crystal River Pkwy
1.8E+11,11/23/18 21:56,Suspicious Person,Multiple Arrest,1951 Hunter Rd
1.8E+11,11/23/18 22:17,Accident - Major/Injury,Report,900blk Hwy 80
1.8E+11,11/23/18 23:09,Burglary - Habitation,Report,917 Haynes St
1.8E+11,11/23/18 23:22,Disturbance - Noise,Verbal Warning,150 S LBJ Dr
1.8E+11,11/24/18 0:59,Disturbance - Phys/Fight,Report,1018 Chestnut St
1.8E+11,11/24/18 1:01,Disturbance - Noise,Verbal Warning,1640 Aquarena Springs Dr
1.8E+11,11/24/18 2:34,Burglary - Habitation,Report,508 Hines St
1.8E+11,11/24/18 6:20,Accident - Hit and Run,Blue Form Issue,120 Bert Brown Rd
1.8E+11,11/24/18 8:08,Burglary - Vehicle,Report,1005 N IH 35
1.8E+11,11/24/18 8:31,Burglary - Vehicle,Refer To COPR,105 Bintu Dr
1.8E+11,11/24/18 8:58,Burglary - Vehicle,Refer To COPR,625 Commercial Lp
1.8E+11,11/24/18 9:59,Burglary - Vehicle,Report,1560 S IH 35
1.8E+11,11/24/18 10:25,Property - Lost/Found/Imp,Report,3100 N IH 35
1.8E+11,11/24/18 11:52,Accident - Fleet,Report,Wonder World Dr/Stagecoach Trl
1.8E+11,11/24/18 12:13,Accident - Minor,Report,201 NB
1.8E+11,11/24/18 12:42,Accident - Major/Injury,Report,200 NB
1.8E+11,11/24/18 14:32,Disturbance - Verbal,Report,1250 Sadler Dr
1.8E+11,11/24/18 15:21,Accident - Minor,Blue Form Issue,204a Sb 35
1.8E+11,11/24/18 15:24,Traff/Transport Accident,Fire Call,204a Sb 35
1.8E+11,11/24/18 15:39,Marijuana,Citation Issued,4015 S IH 35
1.8E+11,11/24/18 16:09,Disturbance - Phys/Fight,Report,503 Uhland Rd
1.8E+11,11/24/18 16:16,Attempt to Locate,Ref oth Agncy,210 NB
1.8E+11,11/24/18 16:22,Accident - Minor,Blue Form Issue,3936 S IH 35
1.8E+11,11/24/18 16:48,Suspicious Circumstances,Arrest,801 River Rd
1.8E+11,11/24/18 17:31,Theft,Arrest,641 E Hopkins St
1.8E+11,11/24/18 19:22,Theft,Report,3939 S Ih 35
1.8E+11,11/24/18 19:29,Accident - Minor,Report,W Access Rd/Posey Rd
1.8E+11,11/24/18 21:06,Assist EMS,Report,656 Mill St
1.8E+11,11/24/18 21:37,Welfare Concern,Arrest,1015 Hwy 80
1.8E+11,11/24/18 22:06,Suspicious Vehicle,Verbal Warning,Suncrest Ln/Mockingbird Dr
1.8E+11,11/24/18 23:18,Criminal Mischief,Refer To COPR,1005 N LBJ Dr
1.8E+11,11/24/18 23:19,Disturbance - Noise,Verbal Warning,1011 Wonder World Dr
1.8E+11,11/24/18 23:30,Welfare Concern,Arrest,3936 S IH 35
1.8E+11,11/25/18 0:22,Suspicious Vehicle,Arrest,625 E Hopkins St
1.8E+11,11/25/18 1:02,Investigation,Citation Issued,100 W Hopkins St
1.8E+11,11/25/18 2:31,Disturbance - Noise,Verbal Warning,827 Sagewood Trl
1.8E+11,11/25/18 2:36,Driving While Intoxicated,Arrest,Scott St/W Hutchison St
1.8E+11,11/25/18 2:53,Welfare Concern,Arrest,1101 Hwy 123
1.8E+11,11/25/18 6:23,Accident - Hit and Run,Blue Form Issue,Aquarena Springs Dr/E Access Rd
1.8E+11,11/25/18 7:08,Violation Of Order,Report,1707 Aquarena Springs Dr
1.8E+11,11/25/18 10:18,Burglary - Vehicle,Refer To COPR,1250 Sadler Dr
1.8E+11,11/25/18 11:25,Accident - Major/Injury,Report,1103 Hwy 80
1.8E+11,11/25/18 11:38,Property - Lost/Found/Imp,Refer To COPR,765 River Rd
1.8E+11,11/25/18 12:19,Accident - Minor,Report,Hwy 80/E Access Rd
1.8E+11,11/25/18 12:42,Theft,Ref oth Agncy,2300 S IH 35
1.8E+11,11/25/18 15:11,Assault,Report,2300 S IH 35
1.8E+11,11/25/18 16:14,Attempt to Locate,Ref oth Agncy,208 NB
1.8E+11,11/25/18 19:15,Assault,Report,1800 Post Rd
1.8E+11,11/25/18 20:11,Welfare Concern,Arrest,609 Bracewood Cir
1.8E+11,11/25/18 22:19,Criminal Mischief,Report,801 River Rd
1.8E+11,11/25/18 23:16,Disturbance - Phys/Fight,Report,Post Rd/Mosscliff Cir
1.8E+11,11/25/18 23:25,Mental Health Invest,Report,1699 N IH 35
1.8E+11,11/26/18 9:27,Accident - Hit and Run,Blue Form Issue,312 University Dr
1.8E+11,11/26/18 9:31,Burglary - Building,Report,1305 Wonder World Dr
1.8E+11,11/26/18 9:48,Welfare Concern,Arrest,2990 S IH 35
1.8E+11,11/26/18 10:20,Vehicle Theft,Report,1651 Post Rd
1.8E+11,11/26/18 10:35,Suspicious Person,Arrest,194 S Guadalupe St
1.8E+11,11/26/18 11:42,Viol City Ordinance,Ref oth Agncy,1108 N IH 35
1.8E+11,11/26/18 11:52,Unauth Use Vehicle,Ref oth Agncy,2300 S IH 35
1.8E+11,11/26/18 12:01,Assist EMS,Report,1106 N IH 35
1.8E+11,11/26/18 12:16,Theft,Ref oth Agncy,2300 S IH 35
1.8E+11,11/26/18 12:37,Suicidal Person,Report,1200 N Bishop St
1.8E+11,11/26/18 13:56,Threat,Report,3941 S IH 35
1.8E+11,11/26/18 14:14,Theft,Arrest,1015 Hwy 80
1.8E+11,11/26/18 14:21,Harassment,Ref oth Agncy,2300 S IH 35
1.8E+11,11/26/18 16:17,Theft,Report,3939 S IH 35
1.8E+11,11/26/18 17:05,Accident - Hit and Run,Ref oth Agncy,200blk University Dr
1.8E+11,11/26/18 17:17,Accident - Minor,Blue Form Issue,1122 Hwy 123
1.8E+11,11/26/18 17:25,Information,Report,801 River Rd
1.8E+11,11/26/18 18:06,Accident - Minor,Report,1011 Wonder World Dr
1.8E+11,11/26/18 18:40,Accident - Minor,Blue Form Issue,1201 Hwy 80
1.8E+11,11/26/18 19:21,Trespassing/Unwanted,Warning,802 S Guadalupe St
1.8E+11,11/26/18 20:38,Assault,Citation Issued,512 Craddock Ave
1.8E+11,11/26/18 21:00,Accident - Unknown,Arrest,E Hopkins St/N LBJ Dr
1.8E+11,11/27/18 1:07,Trespassing/Unwanted,Citation Issued,206 N C M Allen Pkwy
1.8E+11,11/27/18 4:26,Theft,Report,1101 E River Ridge Pkwy
1.8E+11,11/27/18 7:15,Attempt to Locate,Ref oth Agncy,208 NB
1.8E+11,11/27/18 8:00,Burglary - Vehicle,Report,202 E San Antonio St
1.8E+11,11/27/18 11:03,Missing Person,Report,100blk N LBJ Dr
1.8E+11,11/27/18 12:22,Viol City Ordinance,Arrest,1001 Hwy 123
1.8E+11,11/27/18 13:11,Assault,Report,1800   Post Rd
1.8E+11,11/27/18 13:19,Accident - Minor,Ref oth Agncy,4911 S Ih 35
1.8E+11,11/27/18 13:57,Fraud,Report,2300 S IH 35
1.8E+11,11/27/18 14:55,Animal Call,Ref oth Agncy,1509 Girard Ave
1.8E+11,11/27/18 15:32,Trespassing/Unwanted,Citation Issued,929 Hwy 80
1.8E+11,11/27/18 16:01,Accident - Minor,Blue Form Issue,601 S C M Allen Pkwy
1.8E+11,11/27/18 16:29,Assault,Report,2300 S IH 35
1.8E+11,11/27/18 17:01,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/27/18 17:21,Accident - Hit and Run,Blue Form Issue,Wonder World Dr/W Access Rd
1.8E+11,11/27/18 20:33,Assault,Report,650 River Rd
1.8E+11,11/27/18 21:14,Disturbance - Phys/Fight,Report,345 Champions Blvd
1.8E+11,11/27/18 23:58,Suspicious Circumstances,Arrest,1200 Old Martindale Rd
1.8E+11,11/28/18 1:22,Viol City Ordinance,Citation Issued,120 E San Antonio St
1.8E+11,11/28/18 1:30,Investigation,Citation Issued,126 S Guadalupe St
1.8E+11,11/28/18 2:19,Accident - Unknown,Report,1400blk N LBJ Dr
1.8E+11,11/28/18 2:27,Pedestrian Stop,Verbal Warning,100 W Hopkins St
1.8E+11,11/28/18 2:29,Trespassing/Unwanted,Arrest,1105 N IH 35
1.8E+11,11/28/18 3:57,Burglary - Vehicle,Arrest,1011 Wonder World Dr
1.8E+11,11/28/18 7:51,Criminal Mischief,Report,600 Dale Dr
1.8E+11,11/28/18 8:19,Attempt to Locate,Ref oth Agncy,189 Sb
1.8E+11,11/28/18 8:57,Accident - Minor,Report,2041 S IH 35
1.8E+11,11/28/18 9:10,Accident - Unknown,Report,1202 S IH 35
1.8E+11,11/28/18 9:37,Mental Health Invest,Report,214 Tallow Trl
1.8E+11,11/28/18 9:59,Assault,Report,2300 S IH 35
1.8E+11,11/28/18 10:02,Fraud,Report,1201 Hwy 80
1.8E+11,11/28/18 10:08,Accident - Hit and Run,Blue Form Issue,141 Emery Oak Ct
1.8E+11,11/28/18 10:34,Accident - Hit and Run,Blue Form Issue,4980 Transportation Way
1.8E+11,11/28/18 11:06,Accident - Fleet,Report,1301 Wonder World Dr
1.8E+11,11/28/18 12:10,Supplement,Ref oth Agncy,2300 S IH 35
1.8E+11,11/28/18 12:46,Credit/Debit Abuse,Ref oth Agncy,1720 Redwood Rd
1.8E+11,11/28/18 13:11,Theft,Report,1908 Nevada St
1.8E+11,11/28/18 14:09,Sexual Assault,Report,2300 S IH 35
1.8E+11,11/28/18 14:45,Narcotics/Information,Arrest,211 Darden Hill Rd
1.8E+11,11/28/18 15:04,Suspicious Circumstances,Ref oth Agncy,107 Salerno Dr
1.8E+11,11/28/18 16:47,Wanted Person,Arrest,1112 Faris St
1.8E+11,11/28/18 17:41,Sexual Assault - Child,Report,120 Bert Brown Rd
1.8E+11,11/28/18 18:08,Burglary - Habitation,Report,308 Magnolia Dr
1.8E+11,11/28/18 18:50,Attempt to Locate,Ref oth Agncy,210 SB
1.8E+11,11/28/18 18:52,Attempt to Locate,Ref oth Agncy,202 SB
1.8E+11,11/28/18 19:52,Theft,Report,3939 S IH 35
1.8E+11,11/28/18 20:18,Accident - Minor,Blue Form Issue,1105 N IH 35
1.8E+11,11/28/18 21:16,Disturbance - Noise,Verbal Warning,1805 Aquarena Springs Dr
1.8E+11,11/28/18 21:45,Assault,Report,668 Mill St
1.8E+11,11/28/18 22:46,Disturbance - Verbal,Warning,129 E Hopkins St
1.8E+11,11/28/18 22:55,Suicidal Person,Arrest,1703 N IH 35
1.8E+11,11/28/18 23:15,Trespassing/Unwanted,Warning,200 W Hopkins St
1.8E+11,11/29/18 0:00,Trespassing/Unwanted,Warning,817 Chestnut St
